icd_code_4;CLASS_GPEAS_EXT;fl_cg;id_age_group;age_group;redistribuir;cod_class;CLASS_GPEAS_v032025;CLASS_GPEAS_PRODUCAO
X261;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X262;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X263;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X265;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X267;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X268;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X269;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X27;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X270;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X271;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X272;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X273;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X274;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X275;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X277;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X278;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X279;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X28;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X280;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X281;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X282;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X284;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X285;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X287;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X288;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X289;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X29;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X290;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X291;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X292;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X293;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X294;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X295;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X296;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X297;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X298;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X299;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X30;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X300;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X301;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X302;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X303;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X304;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X305;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X306;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X307;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X308;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X309;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X31;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X310;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X311;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X312;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X313;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X314;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X315;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X316;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X317;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X318;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X319;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X32;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X320;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X321;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X323;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X324;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X325;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X326;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X327;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X328;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X329;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X33;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X330;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X331;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X332;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X333;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X334;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X335;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X336;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X337;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X338;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X339;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X34;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X340;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X341;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X342;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X343;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X344;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X345;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X346;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X347;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X348;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X349;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X35;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X350;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X351;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X354;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X355;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X357;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X358;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X359;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X36;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X360;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X361;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X362;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X363;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X364;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X365;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X366;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X367;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X368;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X369;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X37;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X370;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X371;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X372;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X373;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X374;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X375;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X376;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X377;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X378;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X379;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X38;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X380;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X381;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X382;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X384;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X385;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X386;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X387;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X388;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X389;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X39;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X390;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X391;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X392;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X393;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X394;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X395;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X396;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X397;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X398;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X399;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X40;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X400;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X401;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X402;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X403;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X404;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X405;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X406;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X407;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X408;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X409;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X41;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X410;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X411;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X412;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X413;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X414;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X415;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X416;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X417;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X418;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X419;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X42;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X420;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X421;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X422;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X423;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X424;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X425;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X426;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X427;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X428;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X429;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X43;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X430;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X431;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X432;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X433;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X434;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X435;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X436;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X437;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X438;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X439;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X44;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X440;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X441;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X442;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X443;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X444;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X445;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X446;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X447;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X448;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X449;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X45;other_causes_all;;;;;other_causes_all;other_causes_all;other_causes_all
X450;other_causes_all;;;;;other_causes_all;other_causes_all;other_causes_all
X451;other_causes_all;;;;;other_causes_all;other_causes_all;other_causes_all
X452;other_causes_all;;;;;other_causes_all;other_causes_all;other_causes_all
X453;other_causes_all;;;;;other_causes_all;other_causes_all;other_causes_all
X454;other_causes_all;;;;;other_causes_all;other_causes_all;other_causes_all
X455;other_causes_all;;;;;other_causes_all;other_causes_all;other_causes_all
X456;other_causes_all;;;;;other_causes_all;other_causes_all;other_causes_all
X457;other_causes_all;;;;;other_causes_all;other_causes_all;other_causes_all
X458;other_causes_all;;;;;other_causes_all;other_causes_all;other_causes_all
X459;other_causes_all;;;;;other_causes_all;other_causes_all;other_causes_all
X46;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X460;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X461;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X462;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X463;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X464;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X465;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X466;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X467;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X468;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X469;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X47;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X470;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X471;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X472;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X473;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X474;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X475;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X476;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X477;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X478;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X479;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X48;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X480;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X481;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X482;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X483;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X484;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X485;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X486;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X487;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X488;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X489;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X49;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X490;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X491;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X492;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X493;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X494;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X495;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X496;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X497;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X498;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X499;_inj (hom,suic,other);Garbage Code;;;;_inj (hom,suic,other);_inj (hom,suic,other);_inj (hom,suic,other)
X50;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X500;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X501;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X502;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X503;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X504;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X505;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X506;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X507;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X508;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X509;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X51;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X510;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X511;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X512;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X513;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X514;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X515;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X516;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X518;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X519;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X52;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X520;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X521;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X522;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X524;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X526;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X527;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X528;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X529;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X53;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X530;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X531;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X532;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X533;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X534;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X535;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X536;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X537;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X538;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X539;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X54;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X540;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X541;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X542;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X543;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X544;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X545;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X548;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X549;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X55;_inj (hom,sui);Garbage Code;;;;_inj (hom,sui);_inj (hom,sui);_inj (hom,sui)
X56;_inj (hom,sui);Garbage Code;;;;_inj (hom,sui);_inj (hom,sui);_inj (hom,sui)
X57;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X570;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X571;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X572;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X574;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X575;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X576;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X578;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X579;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X58;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X580;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X581;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X582;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
X583;Injuries - Others;;;;;Injuries - Others;Injuries - Others;Injuries - Others
